"id","ChapterId","ChapterCode","ChapterName","Alert","DueDate","URL"
"alert-257","7f43ab23-7aa7-451a-8e89-979796919f9d","CHP330","Nu Upsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/330"
"alert-258","c721dbcb-1bd7-4732-acf3-98ba78c79cad","CHP279","Lambda Rho-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/279"
"alert-259","ce70cb24-3ae6-4971-a0f3-98cf9fa27035","CHP265","Lambda Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/265"
"alert-260","4d89b6ee-997b-423f-8805-9949606a70eb","CHP030","Alpha Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/030"
"alert-261","01f6053e-db7e-47a1-bf10-9ac8b42c9da1","CHP234","Iota Upsilon-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/234"
"alert-262","f4579819-11b5-4279-b3ad-9afe4335dbba","CHP472","Upsilon Sigma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/472"
"alert-263","59b8fbfd-1c6b-410d-9425-9c781bb0b544","CHP311","Nu Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/311"
"alert-264","0fd40139-a943-4b22-8adf-9c7de0ad5142","CHP116","Delta Chi-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/116"
"alert-265","96afae19-8a56-480a-b9c5-9d569405d20e","CHP185","Eta Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/185"
"alert-266","afa76adc-ea8e-45df-b754-9e37c4e912ad","CHP522","Chi Upsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/522"
"alert-267","a758bbaf-4d1b-40af-94ce-9ec6e6a0002c","CHP224","Iota Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/224"
"alert-268","cc2a4d2a-d726-4ef4-a624-9f0a5ee399d0","CHP053","Beta Eta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/053"
"alert-269","e07d52f3-d87c-48b9-a60d-9fbdf6ff8d5d","CHP367","Omicron Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/367"
"alert-270","40c26e76-db08-4c20-8a89-9fdb2461be0d","CHP462","Upsilon Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/462"
"alert-271","f5b6b434-b36c-4e01-ac97-a0c54a8924ea","CHP512","Chi Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/512"
"alert-272","e0c061f8-71a5-42d1-aad9-a3b6ec38b59e","CHP337","Xi Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/337"
"alert-273","2ccf0a50-bc79-4b0f-b4e9-a48a46be5f0a","CHP474","Upsilon Upsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/474"
"alert-274","63201633-5435-4cfd-bbc6-a4b60deb3071","CHP542","Psi Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/542"
"alert-275","e6586f9d-6333-43a9-9f92-a5ab798eca70","CHP469","Upsilon Omicron Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/469"
"alert-276","f8b933a4-c081-4c1c-b4a5-a5cbc234fcb4","CHP473","Upsilon Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/473"
"alert-277","5a2c0579-27d2-465f-9165-a62ba24a7735","CHP361","Omicron Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/361"
"alert-278","e713cf1d-d1ab-48e7-a127-a74320d7334c","CHP041","Alpha Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/041"
"alert-279","d56e7cc0-3f01-4b55-8362-a7608d33c6d2","CHP298","Mu Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/298"
"alert-280","22f3ac3a-2921-48d0-a8ed-a7881520ca30","CHP527","Psi Alpha-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/527"
"alert-281","d2711f0d-47af-485f-af8f-a7c2a0c134df","CHP126","Epsilon Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/126"
"alert-282","750890b6-3ab5-4d9e-b7aa-a82a31357542","CHP243","Kappa Epsilon-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/243"
"alert-283","467115c6-05a1-4906-a85c-a8b5876ec6df","CHP190","Eta Omega Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/190"
"alert-284","f4b8fd58-0e3e-481e-85dd-a9497e1e0219","CHP353","Xi Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/353"
"alert-285","f01635c9-b0f6-4a4e-b57b-a9cde750f249","CHP536","Psi Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/536"
"alert-286","cfe1ede9-fa50-4fb6-b142-a9edd30ad295","CHP306","Mu Upsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/306"
"alert-287","b06dc343-83a2-4b45-ad83-a9f30eb064c7","CHP189","Eta Psi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/189"
"alert-288","d47fe246-875f-4419-b712-ab6e0910efb9","CHP154","Zeta Mu-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/154"
"alert-289","a286def4-0dea-4213-82cd-abd2299687e9","CHP484","Phi Zeta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/484"
"alert-290","87e465de-f692-499a-8425-abf676ffb64d","CHP028","Alpha Zeta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/028"
"alert-291","14ea42d9-11e8-4a85-9511-ac16200b1dc2","CHP316","Nu Zeta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/316"
"alert-292","85d27e3e-3623-4745-ac07-ac280165eddc","CHP524","Chi Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/524"
"alert-293","529473e3-9c1b-479f-bdec-ad2085847b4b","CHP422","Rho Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/422"
"alert-294","e17dd81c-4f92-4565-bfb2-ae09ebde3e2a","CHP375","Omicron Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/375"
"alert-295","e81afb5a-67d5-43ae-97bc-ae191cd6fe58","CHP284","Lambda Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/284"
"alert-296","464f95a4-1e46-49c4-9b1d-aeb0d630a7c7","CHP302","Mu Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/302"
"alert-297","4cf8c96e-1554-40b3-a1f6-aed105f18480","CHP387","Pi Epsilon-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/387"
"alert-298","3fafaf0b-b096-4f36-9211-af0ad05cc16a","CHP210","Theta Upsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/210"
"alert-299","878e86f3-efd7-4713-abf3-af10c5d35b82","CHP488","Phi Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/488"
"alert-300","7ce3b6ba-3e09-4f47-863a-b029fc64c79a","CHP045","Alpha Psi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/045"
"alert-301","5bf0315b-3399-4eb7-9385-b06f292813e3","CHP500","Phi Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/500"
"alert-302","abebb8f3-15a7-4890-8219-b09a1d02b324","CHP144","Zeta Beta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/144"
"alert-303","9d4e5b29-5d7d-465c-9254-b18c78cc83c9","CHP463","Upsilon Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/463"
"alert-304","1e80cc6f-616b-4dc0-a244-b1e80e27b0a5","CHP356","Xi Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/356"
"alert-305","b42dff88-ac62-4485-b0b7-b1ebd6b3a5c8","CHP096","Delta Beta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/096"
"alert-306","cfcd3dd6-7ef8-4ca8-a6b7-b37c726b0ff8","CHP177","Eta Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/177"
"alert-307","df0e95d4-fee9-4b1e-a1dc-b4467ebc1c81","CHP399","Pi Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/399"
"alert-308","55b364dd-27f0-4a3c-95b2-b5f4c8c010a8","CHP343","Xi Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/343"
"alert-309","60f4914c-c837-442b-be8f-b65025c615a2","CHP010","Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/010"
"alert-310","fbeed449-b1e1-48f0-ba73-b768dfa397fd","CHP532","Psi Zeta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/532"
"alert-311","588d4eeb-f983-465c-8570-b7cee45552a2","CHP068","Beta Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/068"
"alert-312","ec46d636-8a3c-470d-a248-b82db61d494b","CHP024","Alpha Beta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/024"
"alert-313","27531074-73a7-4932-8cd0-b856ed67f691","CHP216","Iota Beta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/216"
"alert-314","7680c8c5-e572-48d2-b938-b93a9093cb7e","CHP181","Eta Omicron Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/181"
"alert-315","a2a126cd-2e39-4dd1-9319-b9f3f52017aa","CHP362","Omicron Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/362"
"alert-316","c095153a-1385-4eca-bb47-ba2edb6ecb51","CHP430","Rho Omega Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/430"
"alert-317","61fa4b0a-5b5c-4a43-a9db-ba38da8376c0","CHP252","Kappa Xi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/252"
"alert-318","d23a271b-622d-4dee-8989-ba8688113a25","CHP255","Kappa Rho-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/255"
"alert-319","0cb1524e-ec27-486d-90e8-bb267788317f","CHP195","Theta Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/195"
"alert-320","2e18c0e1-2315-4971-86a5-bbb64e5dae20","CHP080","Gamma Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/080"
"alert-321","c91953ea-9e51-43d6-a64f-bc18c072c253","CHP377","Omicron Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/377"
"alert-322","468aa634-cca5-476b-b483-bde21d1180ff","CHP271","Lambda Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/271"
"alert-323","436f66f5-05c8-459b-bdd6-be6dbd6df4d1","CHP376","Omicron Sigma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/376"
"alert-324","73367a1f-cb29-40ae-8219-bee6e604c0cb","CHP170","Eta Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/170"
"alert-325","d1c87253-4c9d-43eb-86ff-bee8758c6d96","CHP528","Psi Beta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/528"
"alert-326","9a718f4f-384d-4120-a83b-bf64cefd00e2","CHP076","Gamma Zeta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/076"
"alert-327","44612cd1-ed7d-482e-be79-bfb6567b486d","CHP160","Zeta Sigma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/160"
"alert-328","c3338d7a-5a13-49b3-979d-c0fb55e28342","CHP250","Kappa Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/250"
"alert-329","4b12cbbe-3182-4688-94a9-c0fdff7cd141","CHP347","Xi Nu-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/347"
"alert-330","2c0971cd-7056-4b02-b997-c16e43e14446","CHP111","Delta Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/111"
"alert-331","5e7da931-0342-4207-b81f-c1a8d01d5da4","CHP009","Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/009"
"alert-332","d71ee8cf-eb95-4339-abcd-c1e5f9acc7e5","CHP178","Eta Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/178"
"alert-333","0b5b9a33-9581-46a6-b655-c232282a91fd","CHP091","Gamma Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/091"
"alert-334","16b48096-916f-48aa-9594-c25f1259e5a0","CHP159","Zeta Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/159"
"alert-335","6c272c68-57a3-4d28-865f-c2710c85e451","CHP188","Eta Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/188"
"alert-336","53bd9a50-15ee-4d32-bf50-c293cdff6d26","CHP379","Omicron Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/379"
"alert-337","eff65139-f40d-4666-b232-c2bc9d7b6d79","CHP475","Upsilon Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/475"
"alert-338","2d35572a-67f3-4c66-88cc-c2faae7f7eae","CHP238","Iota Omega Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/238"
"alert-339","3992a802-e95f-4e81-85d7-c312eaa46d40","CHP054","Beta Theta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/054"
"alert-340","eb7ddbd0-0195-47f1-b39c-c3c48f269637","CHP374","Omicron Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/374"
"alert-341","79037935-f9f9-4f30-9007-c3cafc0b6622","CHP441","Tau Lambda-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/441"
"alert-342","d3ad21b2-d3fa-4b9c-8890-c41480492109","CHP346","Xi Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/346"
"alert-343","a1065c8e-3b67-4e3d-99b0-c465f7cf1ec5","CHP445","Tau Omicron Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/445"
"alert-344","c8252f57-d8ed-4856-96bb-c4dc70b8a4ef","CHP215","Iota Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/215"
"alert-345","799ff3bf-1c1c-486d-a8d7-c64cf3b9b0d2","CHP339","Xi Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/339"
"alert-346","a32ed4bc-7850-4bd9-9862-c8e3867e712e","CHP204","Theta Xi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/204"
"alert-347","b4e5aae3-1cac-4d51-935e-c99408fc5538","CHP134","Epsilon Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/134"
"alert-348","c6ddbcf9-336d-43d1-809a-ca0d1501ebd3","CHP180","Eta Xi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/180"
"alert-349","36d343cd-d8a9-4df0-83ab-ca21f1085d87","CHP291","Mu Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/291"
"alert-350","54f2af61-ea91-4291-b190-caf2ab347ac3","CHP137","Epsilon Tau-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/137"
"alert-351","a18473d3-227a-4497-95e4-cb159d41e6e7","CHP033","Alpha Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/033"
"alert-352","e74fb12f-594c-4bab-a86f-cb4ea2afc29c","CHP412","Rho Zeta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/412"
"alert-353","6bede39e-da62-4daf-8b8b-cb70ff3b2979","CHP015","Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/015"
"alert-354","5248c3b5-9c9f-4b75-a505-cc2f6d01c801","CHP229","Iota Omicron Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/229"
"alert-355","8a77a1a1-e00f-4e44-ad71-cc9e8599cff0","CHP506","Chi Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/506"
"alert-356","f3a1c11d-000a-4823-84c2-ccb10a8e8367","CHP531","Psi Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/531"
"alert-357","ea118306-9f5d-4bc3-9901-ce1351b0feb9","CHP049","Beta Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/049"
"alert-358","08b75fc4-719f-452c-ab9a-ce9da95c1686","CHP449","Tau Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/449"
"alert-359","096f7c6c-0ef9-4b1c-ac78-cef1bd1d8af1","CHP099","Delta Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/099"
"alert-360","874d234b-54fc-49f6-9ed1-cf654b4c51f1","CHP505","Chi Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/505"
"alert-361","b561648e-b48a-4de9-b420-cfa212e81189","CHP290","Mu Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/290"
"alert-362","eedcc12a-f827-4395-b654-d2b2a8567c7a","CHP239","Kappa Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/239"
"alert-363","4fd7d629-b2e0-4524-a65d-d2d7821cb211","CHP023","Alpha Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/023"
"alert-364","0b652e31-1475-4d74-9f2d-d2efd18e9d54","CHP324","Nu Xi-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/324"
"alert-365","f3d7a76f-9fb6-4491-a527-d38893d37e63","CHP394","Pi Mu-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/394"
"alert-366","35e54929-f7ae-4c07-8438-d423012c2e24","CHP535","Psi Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/535"
"alert-367","2082e326-2d3c-47dd-80b0-d43b713891e4","CHP543","Psi Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/543"
"alert-368","1a5d48bf-f911-4777-8fb3-d455b4b9cc21","CHP431","Tau Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/431"
"alert-369","0e1f365f-f571-4b7c-8790-d5092e02dd52","CHP205","Theta Omicron Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/205"
"alert-370","df98e7e7-37dc-41b0-a61a-d512dc7f7682","CHP465","Upsilon Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/465"
"alert-371","84e96edd-2b3a-4f5b-a662-d587851f613f","CHP107","Delta Nu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/107"
"alert-372","937f806e-45e3-47eb-bbc8-d8cd3a4d125c","CHP416","Rho Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/416"
"alert-373","0bd33c3e-a8a8-4c80-83a0-d8e08d818335","CHP312","Nu Beta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/312"
"alert-374","67f5234b-6f89-4919-b834-d94e080ebaac","CHP477","Upsilon Psi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/477"
"alert-375","e323f46b-c7ef-49e9-944d-d968a9b0bb58","CHP067","Beta Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/067"
"alert-376","6708ed29-ee4f-439c-b63c-d99c1b279c18","CHP530","Psi Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/530"
"alert-377","d915a49d-1c26-41f6-a3a5-d9ba157ed872","CHP350","Xi Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/350"
"alert-378","fa4751a3-3427-4cb3-896d-da16636fe120","CHP150","Zeta Theta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/150"
"alert-379","b3f04c44-e239-44ad-b4f8-dbae3442161f","CHP408","Rho Beta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/408"
"alert-380","924cce0d-ba80-4457-84e3-dbeea6b733c3","CHP320","Nu Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/320"
"alert-381","ff0eecf1-fb78-4cab-ba6b-dc0d1111e576","CHP395","Pi Nu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/395"
"alert-382","bd760069-0de7-474b-97a8-ddeb5076dd89","CHP002","Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/002"
"alert-383","8dcd1c82-1c5a-4c98-8b84-de08e0cef999","CHP203","Theta Nu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/203"
